Epoch,Inputs,Hidden Layer 1 Neurons,Hidden Layer 2 Neurons,Hidden Layer 3 Neurons,Hidden Layer 4 Neurons,Average Error,Time,Accuracy,
2,50,108,null,null,null,0.002825824685149152,1,99.58928680419922,
2,1000,484,null,null,null,0.0022732094215370015,134,99.76042175292969,
2,100,153,null,null,null,0.0028824849683288236,2,99.66629791259766,
2,50,108,null,null,null,0.0024562746304635378,1,99.66629791259766,
2,100,153,null,null,null,0.002938787184999017,3,99.66629791259766,
2,100,153,null,null,null,0.0028233465488550964,5,99.66629791259766,
2,100,153,null,null,null,0.0029984092192367655,8,99.6577377319336,
2,100,153,null,null,null,0.002858178152807566,3,99.66629791259766,
2,300,265,null,null,null,0.0029138711640422825,22,99.52938842773438,
2,200,216,null,null,null,0.0029841081434981718,8,98.8448715209961,
2,1000,484,null,null,null,0.002271355410125224,189,99.66629791259766,
2,250,242,null,null,null,0.0025299746084253365,11,99.64918518066406,
2,100,153,null,null,null,0.002707887052269178,3,99.6577377319336,
2,100,153,null,null,null,0.0023667610160573137,4,99.77753448486328,
2,100,153,null,null,null,0.002685575903584773,3,99.61495208740234,
2,500,342,null,null,null,0.002156035619191936,53,99.79464721679688,
2,100,153,null,null,null,0.0026715509753383665,3,99.67485046386719,
2,250,242,null,null,null,0.002631150139302696,11,99.63207244873047,
2,100,153,null,null,null,0.002678870671649052,3,99.41815948486328,
2,100,153,null,null,null,0.002663238895115663,3,99.64918518066406,
2,1000,484,null,null,null,0.001546586541715802,153,99.8973159790039,
2,1000,484,null,null,null,0.0015780220496687323,164,99.75186157226562,
2,250,242,null,null,null,0.002095453860445038,9,99.81175994873047,
2,250,242,null,null,null,0.0021549701308818748,11,99.92298889160156,
2,50,108,null,null,null,0.0024833650082422766,2,99.77753448486328,
2,50,108,null,null,null,0.0027279984180989198,2,
2,50,108,null,null,null,0.0026414374347396422,2,
2,50,108,null,null,null,0.0025001097065332828,2,
2,50,108,null,null,null,0.0025498165337360427,2,
2,50,108,null,null,null,0.0026613379932396626,2,
2,500,342,null,null,null,0.0022451241409188515,56,
2,500,342,null,null,null,0.002184485527905498,57,
2,100,153,null,null,null,0.002678896533616915,3,
2,100,153,null,null,null,0.0024715125027432,3,
2,250,242,null,null,null,0.002518675210817855,8,
2,100,153,null,null,null,0.0027645933334214377,3,
2,100,153,null,null,null,0.0027542308533235194,3,
2,100,153,null,null,null,0.002533510624659491,3,
2,250,242,null,null,null,0.0025474516976414737,7,
2,250,242,null,null,null,0.004246701457610002,0,
2,250,242,null,null,null,0.0028531552807533472,10,
2,100,153,null,null,null,0.0025837473031565528,3,
2,100,153,null,null,null,0.002607025827454011,8,
2,100,153,null,null,null,0.0026532116792758503,8,
2,100,153,null,null,null,0.002608862455025741,3,
2,500,342,null,null,null,0.002121182747836763,53,
2,100,153,null,null,null,0.0028377485591104708,3,
2,1000,484,null,null,null,0.001487421770467448,152,
2,100,153,null,null,null,0.0028192172581819673,3,
2,100,153,null,null,null,0.002615059646205345,3,
2,100,153,null,null,null,0.002805692544047983,3,
2,100,153,null,null,null,0.0028998838463772164,3,
2,100,153,null,null,null,0.0028104893740773826,5,
2,1000,484,null,null,null,0.0020008406823893076,146,
2,100,153,null,null,null,0.003096911607741283,2,
2,100,153,null,null,null,0.0029443428944894764,3,
2,100,153,null,null,null,0.002868655168019455,3,
2,100,153,null,null,null,0.0029590787052130403,3,
2,100,153,null,null,null,0.0027528438646093464,3,
2,250,242,null,null,null,0.002170287054805735,12,
2,50,108,null,null,null,0.0,0,
2,50,108,null,null,null,0,
2,50,108,null,null,null,0,
2,50,108,null,null,null,2,
50,50,108,null,null,null,96,
2,50,108,null,null,null,2,
2,50,108,null,null,null,0.005337586206544,2,0.9963207,
2,100,153,null,null,null,0.006392642843277415,3,0.996663,
2,200,216,null,null,null,0.004649405870626296,8,0.996663,
2,300,265,null,null,null,0.0046887642785626415,19,0.996663,
2,1000,484,null,null,null,0.00449558001573123,161,0.996663,